index,True,Predicted
2023-01-05,True,0.57487035
2023-01-06,False,0.44885355
2023-01-09,True,0.32770607
2023-01-10,True,0.6907477
2023-01-11,True,0.5371098
2023-01-12,True,0.12015725
2023-01-13,False,0.3174687
2023-01-17,False,0.6356025
2023-01-18,False,0.27214006
2023-01-19,True,0.5385825
2023-01-20,True,0.5925169
2023-01-23,False,0.2867921
2023-01-24,False,0.19386537
2023-01-25,True,0.884853
2023-01-26,True,0.21263339
2023-01-27,False,0.13750306
2023-01-30,True,0.6547788
2023-01-31,True,0.28404275
2023-02-01,True,0.8436479
2023-02-02,False,0.12790763
2023-02-03,False,0.20333117
2023-02-06,True,0.5539831
2023-02-07,False,0.35426733
2023-02-08,False,0.8575136
2023-02-09,True,0.2596238
2023-02-10,True,0.83543485
2023-02-13,False,0.34592807
2023-02-14,True,0.18407486
2023-02-15,False,0.23594446
2023-02-16,False,0.3325832
2023-02-17,False,0.07014636
2023-02-21,False,0.77467793
2023-02-22,True,0.8366147
2023-02-23,False,0.123270795
2023-02-24,True,0.7102334
2023-02-27,False,0.41704696
2023-02-28,False,0.3128428
2023-03-01,True,0.23299408
2023-03-02,True,0.90387565
2023-03-03,True,0.52925956
2023-03-06,False,0.40663454
2023-03-07,True,0.37867326
2023-03-08,False,0.77701914
2023-03-09,False,0.6072383
2023-03-10,False,0.065485984
2023-03-13,True,0.83660775
2023-03-14,False,0.10388453
2023-03-15,True,0.25765017
2023-03-16,False,0.26747236
2023-03-17,True,0.45947665
2023-03-20,True,0.8883182
2023-03-21,False,0.268315
2023-03-22,True,0.76876736
2023-03-23,True,0.50262636
2023-03-24,True,0.62520176
2023-03-27,False,0.4033891
2023-03-28,True,0.82211214
2023-03-29,True,0.7403228
2023-03-30,True,0.792243
2023-03-31,True,0.30419207
2023-04-03,False,0.6682814
2023-04-04,False,0.36345866
2023-04-05,True,0.40739426
2023-04-06,True,0.23553115
2023-04-10,False,0.51370525
2023-04-11,False,0.72412246
2023-04-12,True,0.71871746
2023-04-13,False,0.42901295
2023-04-14,True,0.5243637
2023-04-17,True,0.66765726
2023-04-18,False,0.21243244
2023-04-19,False,0.22106941
2023-04-20,True,0.47465554
2023-04-21,True,0.59839225
2023-04-24,False,0.29556906
2023-04-25,False,0.51041865
2023-04-26,True,0.85450023
2023-04-27,True,0.45836228
2023-04-28,False,0.5308123
2023-05-01,False,0.37029126
2023-05-02,False,0.48720324
2023-05-03,False,0.36078066
2023-05-04,True,0.88828236
2023-05-05,True,0.6450726
2023-05-08,False,0.38386908
2023-05-09,True,0.895306
2023-05-10,False,0.2804109
2023-05-11,False,0.7967073
2023-05-12,True,0.59955776
2023-05-15,False,0.3592726
2023-05-16,True,0.6895156
2023-05-17,True,0.6303158
2023-05-18,False,0.8247939
2023-05-19,True,0.7316806
2023-05-22,False,0.3141144
2023-05-23,False,0.3523747
2023-05-24,True,0.8477768
2023-05-25,True,0.6224248
2023-05-26,True,0.89175546
2023-05-30,False,0.23864704
2023-05-31,True,0.6907546
2023-06-01,True,0.77914435
2023-06-02,False,0.55314577
2023-06-05,True,0.27283633
2023-06-06,False,0.46973088
2023-06-07,True,0.50625825
2023-06-08,True,0.6973191
2023-06-09,True,0.7201583
2023-06-12,True,0.73084503
2023-06-13,True,0.40721762
2023-06-14,True,0.32748577
2023-06-15,False,0.7043126
2023-06-16,False,0.32277992
2023-06-20,False,0.4206389
2023-06-21,True,0.59407824
2023-06-22,False,0.057419218
2023-06-23,False,0.3824492
2023-06-26,True,0.64817595
2023-06-27,False,0.51926684
2023-06-28,True,0.2831887
2023-06-29,True,0.8794216
2023-06-30,True,0.36075148
2023-07-03,False,0.3260645
2023-07-05,False,0.24729975
2023-07-06,False,0.33992004
2023-07-07,True,0.3642635
2023-07-10,True,0.6677679
2023-07-11,True,0.81010485
2023-07-12,True,0.912171
2023-07-13,False,0.471872
